ProbeID	Codeset.Name	Probe.Label	Analyte.Type	Is.Control	Control.Type	Related.Probes	Probe.Annotation	KEGG.Pathways	Cell.Type	Official.Gene.Name	Control.Conc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001127510.2:462	NS_IO_360_V1.0	APC	mRNA	False			Apoptosis;Wnt Signaling	hsa04310;hsa04390;hsa04550;hsa04810;hsa05166;hsa05200;hsa05206;hsa05210;hsa05213;hsa05217		APC	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_006419.2:209	NS_IO_360_V1.0	CXCL13	mRNA	False			Cytokine and Chemokine Signaling;Lymphoid Compartment	hsa04060;hsa04062		CXCL13	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_002121.5:987	NS_IO_360_V1.0	HLA-DPB1	mRNA	False			Antigen Presentation;Costimulatory Signaling;Immune Cell Adhesion and Migration;Interferon Signaling	hsa04145;hsa04514;hsa04612;hsa04672;hsa04940;hsa05140;hsa05145;hsa05150;hsa05152;hsa05164;hsa05166;hsa05168;hsa05169;hsa05310;hsa05320;hsa05321;hsa05322;hsa05323;hsa05330;hsa05332;hsa05416		HLA-DPB1	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_000491.3:816	NS_IO_360_V1.0	C1QB	mRNA	False				hsa04610;hsa05020;hsa05133;hsa05142;hsa05150;hsa05322		C1QB	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_002065.6:1485	NS_IO_360_V1.0	GLUL	mRNA	False				hsa00220;hsa00250;hsa01100;hsa01230;hsa04724;hsa04727		GLUL	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_006516.2:264	NS_IO_360_V1.0	SLC2A1	mRNA	False			Metabolic Stress;Hypoxia	hsa04066;hsa04919;hsa04920;hsa04922;hsa04931;hsa05166;hsa05200;hsa05211;hsa05230		SLC2A1	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_006084.4:723	NS_IO_360_V1.0	IRF9	mRNA	False			Interferon Signaling;JAK-STAT Signaling;Cytotoxicity;Lymphoid Compartment	hsa04380;hsa04630;hsa05160;hsa05162;hsa05164;hsa05168;hsa05203		IRF9	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_021006.5:411	NS_IO_360_V1.0	CCL3/L1	mRNA	False			Cytokine and Chemokine Signaling	hsa04060;hsa04062;hsa04620;hsa05132;hsa05142;hsa05323		CCL3L1	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_005018.1:175	NS_IO_360_V1.0	PDCD1	mRNA	False			Costimulatory Signaling;Immune Cell Adhesion and Migration;Lymphoid Compartment	hsa04514;hsa04660		PDCD1	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_024649.4:82	NS_IO_360_V1.0	BBS1	mRNA	False						BBS1	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_015259.4:1190	NS_IO_360_V1.0	ICOSLG	mRNA	False			Costimulatory Signaling;Immune Cell Adhesion and Migration;Lymphoid Compartment	hsa04514;hsa04672		ICOSLG	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001135599.3:1972	NS_IO_360_V1.0	TGFB2	mRNA	False			Matrix Remodeling and Metastasis;TGF-beta Signaling;MAPK	hsa04010;hsa04060;hsa04068;hsa04110;hsa04144;hsa04350;hsa04380;hsa04390;hsa04933;hsa05140;hsa05142;hsa05144;hsa05145;hsa05146;hsa05152;hsa05161;hsa05166;hsa05200;hsa05205;hsa05206;hsa05210;hsa05211;hsa05212;hsa05220;hsa05321;hsa05323;hsa05410;hsa05414		TGFB2	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001197122.1:607	NS_IO_360_V1.0	IRF3	mRNA	False			Interferon Signaling	hsa04620;hsa04622;hsa04623;hsa05133;hsa05160;hsa05161;hsa05162;hsa05164;hsa05168;hsa05169;hsa05203		IRF3	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001098479.1:285	NS_IO_360_V1.0	HLA-F	mRNA	False			Antigen Presentation;Immune Cell Adhesion and Migration;Interferon Signaling	hsa04144;hsa04145;hsa04514;hsa04612;hsa04940;hsa05166;hsa05168;hsa05169;hsa05203;hsa05320;hsa05330;hsa05332;hsa05416		HLA-F	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_002105.2:521	NS_IO_360_V1.0	H2AFX	mRNA	False			DNA Damage Repair;Epigenetic Regulation;Cell Proliferation;Metabolic Stress	hsa05034;hsa05322		H2AFX	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_014763.3:385	NS_IO_360_V1.0	MRPL19	mRNA	True	Housekeeping					MRPL19	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001330491.1:2559	NS_IO_360_V1.0	BNIP3L	mRNA	False							;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_004994.2:2011	NS_IO_360_V1.0	MMP9	mRNA	False			Immune Cell Adhesion and Migration;Matrix Remodeling and Metastasis;Angiogenesis	hsa04668;hsa04670;hsa04915;hsa05161;hsa05200;hsa05202;hsa05205;hsa05206;hsa05219		MMP9	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_032427.1:4125	NS_IO_360_V1.0	MAML2	mRNA	False			Notch Signaling	hsa04330		MAML2	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_182943.2:2588	NS_IO_360_V1.0	PLOD2	mRNA	False			Matrix Remodeling and Metastasis			PLOD2	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_012092.3:591	NS_IO_360_V1.0	ICOS	mRNA	False			Costimulatory Signaling;Immune Cell Adhesion and Migration;Lymphoid Compartment	hsa04514;hsa04660;hsa04672;hsa05340		ICOS	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001284403.1:326	NS_IO_360_V1.0	PTCD2	mRNA	False						PTCD2	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001254751.1:1722	NS_IO_360_V1.0	CD6	mRNA	False			Immune Cell Adhesion and Migration;Lymphoid Compartment	hsa04514	T-cells	CD6	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERCC_00041.1:440	NS_IO_360_V1.0	NEG_B(0)	mRNA	True	Negative						0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_004360.3:379	NS_IO_360_V1.0	CDH1	mRNA	False			Immune Cell Adhesion and Migration;Matrix Remodeling and Metastasis;Apoptosis	hsa04015;hsa04390;hsa04514;hsa04520;hsa05100;hsa05130;hsa05200;hsa05213;hsa05216;hsa05218;hsa05219		CDH1	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_002485.4:1046	NS_IO_360_V1.0	NBN	mRNA	False			DNA Damage Repair;Cell Proliferation;Metabolic Stress	hsa03440		NBN	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_000051.3:393	NS_IO_360_V1.0	ATM	mRNA	False			DNA Damage Repair;Cell Proliferation;Metabolic Stress	hsa04064;hsa04068;hsa04110;hsa04115;hsa04210;hsa05166;hsa05202;hsa05206		ATM	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERCC_00019.1:140	NS_IO_360_V1.0	NEG_C(0)	mRNA	True	Negative						0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_004456.4:1596	NS_IO_360_V1.0	EZH2	mRNA	False			Epigenetic Regulation;Angiogenesis;Metabolic Stress	hsa05206		EZH2	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001206567.1:2351	NS_IO_360_V1.0	IFI16	mRNA	False			Interferon Signaling;Cytotoxicity			IFI16	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001099692.1:2210	NS_IO_360_V1.0	EIF5AL1	mRNA	False						EIF5AL1	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_003141.3:1190	NS_IO_360_V1.0	TRIM21	mRNA	False			Antigen Presentation;Interferon Signaling	hsa05322		TRIM21	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_000873.3:415	NS_IO_360_V1.0	ICAM2	mRNA	False			Immune Cell Adhesion and Migration;Matrix Remodeling and Metastasis	hsa04514;hsa04650		ICAM2	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001955.2:770	NS_IO_360_V1.0	EDN1	mRNA	False			Angiogenesis;Hypoxia	hsa04066;hsa04668;hsa04916;hsa04933		EDN1	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_005504.6:1060	NS_IO_360_V1.0	BCAT1	mRNA	False				hsa00270;hsa01100;hsa01230		BCAT1	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_002209.2:3905	NS_IO_360_V1.0	ITGAL	mRNA	False			Immune Cell Adhesion and Migration;Matrix Remodeling and Metastasis	hsa04015;hsa04514;hsa04650;hsa04670;hsa04810;hsa05144;hsa05150;hsa05166;hsa05169;hsa05323;hsa05416		ITGAL	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001090.2:857	NS_IO_360_V1.0	ABCF1	mRNA	True	Housekeeping					ABCF1	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_022153.1:185	NS_IO_360_V1.0	VSIR	mRNA	False						C10ORF54	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_004887.4:990	NS_IO_360_V1.0	CXCL14	mRNA	False			Cytokine and Chemokine Signaling	hsa04060;hsa04062		CXCL14	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_003810.3:155	NS_IO_360_V1.0	TNFSF10	mRNA	False			Cytotoxicity;Apoptosis	hsa04060;hsa04068;hsa04210;hsa04650;hsa05162;hsa05164		TNFSF10	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001285439.1:117	NS_IO_360_V1.0	RICTOR	mRNA	False			Costimulatory Signaling;Metabolic Stress	hsa04150		RICTOR	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001190945.1:712	NS_IO_360_V1.0	TRAF1	mRNA	False				hsa04064;hsa04668;hsa05168;hsa05169;hsa05200;hsa05202;hsa05203;hsa05222		TRAF1	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_007315.3:239	NS_IO_360_V1.0	STAT1	mRNA	False			Cytokine and Chemokine Signaling;Interferon Signaling;JAK-STAT Signaling;Cytotoxicity;Lymphoid Compartment	hsa04062;hsa04380;hsa04620;hsa04630;hsa04917;hsa04919;hsa04933;hsa05140;hsa05145;hsa05152;hsa05160;hsa05161;hsa05162;hsa05164;hsa05168;hsa05200;hsa05212;hsa05321		STAT1	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_005877.4:1485	NS_IO_360_V1.0	SF3A1	mRNA	True	Housekeeping					SF3A1	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_014308.3:3275	NS_IO_360_V1.0	PIK3R5	mRNA	False			Cytokine and Chemokine Signaling;Immune Cell Adhesion and Migration;JAK-STAT Signaling;Metabolic Stress;Hypoxia;PI3K-Akt;MAPK	hsa04012;hsa04014;hsa04015;hsa04022;hsa04024;hsa04062;hsa04066;hsa04068;hsa04070;hsa04071;hsa04072;hsa04150;hsa04151;hsa04152;hsa04210;hsa04211;hsa04213;hsa04261;hsa04370;hsa04380;hsa04510;hsa04550;hsa04611;hsa04620;hsa04630;hsa04650;hsa04660;hsa04662;hsa04664;hsa04666;hsa04668;hsa04670;hsa04722;hsa04725;hsa04750;hsa04810;hsa04910;hsa04914;hsa04915;hsa04917;hsa04919;hsa04921;hsa04923;hsa04930;hsa04931;hsa04932;hsa04933;hsa04960;hsa04973;hsa05100;hsa05142;hsa05145;hsa05146;hsa05160;hsa05161;hsa05162;hsa05164;hsa05166;hsa05169;hsa05200;hsa05203;hsa05205;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05218;hsa05220;hsa05221;hsa05222;hsa05223;hsa05230;hsa05231		PIK3R5	;;;;
NM_006435.2:390	NS_IO_360_V1.0	IFITM2	mRNA	False			Interferon Signaling;Cytotoxicity			IFITM2	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_000885.5:1019	NS_IO_360_V1.0	ITGA4	mRNA	False			Immune Cell Adhesion and Migration;Matrix Remodeling and Metastasis;PI3K-Akt	hsa04151;hsa04510;hsa04512;hsa04514;hsa04640;hsa04670;hsa04672;hsa04810;hsa05140;hsa05410;hsa05412;hsa05414		ITGA4	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_005511.1:246	NS_IO_360_V1.0	MLANA	mRNA	False						MLANA	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001171653.1:1879	NS_IO_360_V1.0	ZEB2	mRNA	False				hsa05206		ZEB2	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_006509.3:956	NS_IO_360_V1.0	RELB	mRNA	False			NF-kappaB Signaling;MAPK	hsa04010;hsa04064;hsa04380;hsa05166;hsa05169		RELB	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_003809.2:339	NS_IO_360_V1.0	TNFSF12	mRNA	False			NF-kappaB Signaling	hsa04060		TNFSF12	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_000474.3:293	NS_IO_360_V1.0	TWIST1	mRNA	False				hsa05205		TWIST1	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_000245.2:1488	NS_IO_360_V1.0	MET	mRNA	False			Metabolic Stress;PI3K-Akt;MAPK	hsa04014;hsa04015;hsa04060;hsa04144;hsa04151;hsa04360;hsa04510;hsa04520;hsa05100;hsa05120;hsa05144;hsa05200;hsa05202;hsa05205;hsa05206;hsa05211;hsa05218;hsa05230		MET	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_002822.4:1574	NS_IO_360_V1.0	TWF1	mRNA	False						TWF1	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001172771.1:1404	NS_IO_360_V1.0	IL34	mRNA	False			Cytokine and Chemokine Signaling			IL34	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001001523.1:2839	NS_IO_360_V1.0	RORC	mRNA	False				hsa05321		RORC	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001242589.2:101	NS_IO_360_V1.0	TREM1	mRNA	False			Myeloid Compartment			TREM1	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001291880.1:1169	NS_IO_360_V1.0	WNT2B	mRNA	False			Wnt Signaling;Hedgehog Signaling	hsa04310;hsa04340;hsa04390;hsa04550;hsa04916;hsa05166;hsa05200;hsa05205;hsa05217		WNT2B	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_000675.5:951	NS_IO_360_V1.0	ADORA2A	mRNA	False			Costimulatory Signaling	hsa04015;hsa04020;hsa04024;hsa04080;hsa04270;hsa05012;hsa05034		ADORA2A	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001126336.2:394	NS_IO_360_V1.0	VCAN	mRNA	False			Immune Cell Adhesion and Migration;Matrix Remodeling and Metastasis;Angiogenesis	hsa04514		VCAN	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_003234.1:1220	NS_IO_360_V1.0	TFRC	mRNA	True	Housekeeping		Hypoxia			TFRC	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_017970.3:3233	NS_IO_360_V1.0	NRDE2	mRNA	True	Housekeeping					NRDE2	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001674.3:1487	NS_IO_360_V1.0	ATF3	mRNA	False			Antigen Presentation	hsa05166		ATF3	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_172348.1:535	NS_IO_360_V1.0	IL4	mRNA	False			Costimulatory Signaling;Cytokine and Chemokine Signaling;JAK-STAT Signaling;PI3K-Akt	hsa04060;hsa04151;hsa04630;hsa04640;hsa04660;hsa04664;hsa04672;hsa05140;hsa05162;hsa05310;hsa05320;hsa05321;hsa05330		IL4	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_014584.2:963	NS_IO_360_V1.0	ERO1A	mRNA	False			Metabolic Stress	hsa04141		ERO1A	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_031966.2:710	NS_IO_360_V1.0	CCNB1	mRNA	False			Cell Proliferation	hsa04068;hsa04110;hsa04114;hsa04115;hsa04914		CCNB1	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_002118.3:20	NS_IO_360_V1.0	HLA-DMB	mRNA	False			Antigen Presentation;Immune Cell Adhesion and Migration	hsa04145;hsa04514;hsa04612;hsa04672;hsa04940;hsa05140;hsa05145;hsa05150;hsa05152;hsa05164;hsa05166;hsa05168;hsa05310;hsa05320;hsa05321;hsa05322;hsa05323;hsa05330;hsa05332;hsa05416		HLA-DMB	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001130823.2:2500	NS_IO_360_V1.0	DNMT1	mRNA	False			Epigenetic Regulation	hsa00270;hsa01100;hsa05206		DNMT1	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_000073.2:404	NS_IO_360_V1.0	CD3G	mRNA	False			Costimulatory Signaling;Lymphoid Compartment	hsa04640;hsa04660;hsa05142;hsa05162;hsa05166	T-cells	CD3G	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_000876.2:7820	NS_IO_360_V1.0	IGF2R	mRNA	False			Interferon Signaling;Cytotoxicity;Lymphoid Compartment	hsa04142;hsa04144		IGF2R	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001318204.1:674	NS_IO_360_V1.0	ROR2	mRNA	False						ROR2	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_021155.2:1532	NS_IO_360_V1.0	CD209	mRNA	False				hsa04145;hsa05152;hsa05162	DC	CD209	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_004988.4:344	NS_IO_360_V1.0	MAGEA1	mRNA	False						MAGEA1	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001164319.1:8980	NS_IO_360_V1.0	FLNB	mRNA	False			Interferon Signaling;MAPK	hsa04010;hsa04510;hsa05132;hsa05205		FLNB	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001193520.1:3097	NS_IO_360_V1.0	RASAL1	mRNA	False			MAPK	hsa04014		RASAL1	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NR_024115.1:2175	NS_IO_360_V1.0	GIMAP6	mRNA	False							;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_003811.3:239	NS_IO_360_V1.0	TNFSF9	mRNA	False			Costimulatory Signaling	hsa04060		TNFSF9	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_002467.3:1615	NS_IO_360_V1.0	MYC	mRNA	False			JAK-STAT Signaling;Cell Proliferation;Metabolic Stress;Wnt Signaling;TGF-beta Signaling;Notch Signaling;PI3K-Akt;MAPK	hsa04010;hsa04012;hsa04110;hsa04151;hsa04310;hsa04350;hsa04390;hsa04550;hsa04630;hsa04919;hsa05161;hsa05166;hsa05169;hsa05200;hsa05202;hsa05205;hsa05206;hsa05210;hsa05213;hsa05216;hsa05219;hsa05220;hsa05221;hsa05222;hsa05230		MYC	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_002468.3:2145	NS_IO_360_V1.0	MYD88	mRNA	False				hsa04064;hsa04210;hsa04620;hsa05132;hsa05133;hsa05134;hsa05140;hsa05142;hsa05143;hsa05144;hsa05145;hsa05152;hsa05161;hsa05162;hsa05164;hsa05168		MYD88	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
